,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
10903,RJG28D1,RBG36D3,0.018950702,0.011516249,0.002400555,3.096972261,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28D1,0.9,variable selection
10904,RJG28D2,RBG36D3,0.017820882,0.016254771,0.008273602,0.189290116,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28D2,0.8,undominated processes
10905,RJG28D3,RBG36D3,0.117403576,0.047505745,0.015114224,4.624639081,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28D3,1,variable selection
10906,RJG28D4,RBG36D3,0.058083266,0.016029681,0.008268488,5.086006561,RJ.G28.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28D4,0.9,variable selection
10907,RJG28J1,RBG36D3,0.062371173,0.015657853,0.007847965,5.952284248,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28J1,1,variable selection
10908,RJG28J2,RBG36D3,0.074834488,0.017147654,0.008144678,7.082763794,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28J2,1,variable selection
10909,RJG28J3,RBG36D3,0.02784606,0.012880525,0.003218431,4.649947444,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28J3,1,variable selection
10910,RJG28J4,RBG36D3,0.061092483,0.016205464,0.007560463,5.937072996,RJ.G28.JGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG28J4,1,variable selection
10911,RJG36D1,RBG36D3,0.007919968,0.005531749,0.000480215,4.973227001,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36D1,1,variable selection
10912,RJG36D2,RBG36D3,0.068603701,0.012935161,0.00745566,7.46661496,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36D2,1,variable selection
10913,RJG36D3,RBG36D3,0.030563504,0.011251567,0.002914835,6.62539606,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36D3,1,variable selection
10914,RJG36D4,RBG36D3,0.071471914,0.013780759,0.007478144,7.714635845,RJ.G36.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36D4,1,variable selection
10915,RJG36G1,RBG36D3,0.03330813,0.0114337,0.002871293,7.618321163,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36G1,1,variable selection
10916,RJG36G2,RBG36D3,0.035201778,0.010091881,0.001764606,14.22974523,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36G2,1,variable selection
10917,RJG36G3,RBG36D3,0.040665884,0.013815773,0.008143031,3.297311785,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36G3,1,variable selection
10918,RJG36G4,RBG36D3,0.035723174,0.010430471,0.002487205,10.16912683,RJ.G36.GGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG36G4,1,variable selection
10919,RJG5C1,RBG36D3,0.045408832,0.020004786,0.009269115,2.740719616,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5C1,-0.3,variable selection
10920,RJG5C2,RBG36D3,0.008613524,0.00877392,0.001548038,-0.103612127,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5C2,0.8,undominated processes
10921,RJG5C3,RBG36D3,0.021392431,0.01327562,0.003255111,2.493559042,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5C3,1,variable selection
10922,RJG5C4,RBG36D3,0.032651612,0.015924413,0.007904095,2.116270086,RJ.G5.CGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5C4,0,variable selection
10923,RJG5D1,RBG36D3,0.01740401,0.015704164,0.008522073,0.199463935,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5D1,0.9,undominated processes
10924,RJG5D2,RBG36D3,0.04539247,0.016510497,0.008437164,3.423184897,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5D2,0.5,variable selection
10925,RJG5D3,RBG36D3,0.045572139,0.015405282,0.008438598,3.574866188,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5D3,0.7,variable selection
10926,RJG5D4,RBG36D3,0.029709087,0.01607298,0.003974508,3.430891731,RJ.G5.DGE.RJ,RB.G36.DGE.RB,RBG36D3,RJG5D4,0.2,variable selection
10927,RJL15B1,RBG36D3,0.074954448,0.016442391,0.008516099,6.870757974,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15B1,1,variable selection
10928,RJL15B2,RBG36D3,0.021440605,0.01361937,0.003816182,2.049492413,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15B2,1,variable selection
10929,RJL15B3,RBG36D3,0.077135663,0.017369233,0.008095812,7.382388613,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15B3,1,variable selection
10930,RJL15B4,RBG36D3,0.03833348,0.013868935,0.002965118,8.250782454,RJ.L15.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15B4,1,variable selection
10931,RJL15S1,RBG36D3,0.062281937,0.016537594,0.007874931,5.808856241,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15S1,1,variable selection
10932,RJL15S2,RBG36D3,0.067881146,0.015299945,0.008395589,6.262955546,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15S2,1,variable selection
10933,RJL15S3,RBG36D3,0.041972983,0.012869381,0.002910206,10.00053021,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15S3,1,variable selection
10934,RJL15S4,RBG36D3,0.054366248,0.014325834,0.008194606,4.886191764,RJ.L15.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL15S4,1,variable selection
10935,RJL25B1,RBG36D3,0.039583741,0.012670557,0.002980266,9.030462575,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25B1,1,variable selection
10936,RJL25B2,RBG36D3,0.075840264,0.016318459,0.008471757,7.025910046,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25B2,1,variable selection
10937,RJL25B3,RBG36D3,0.021177496,0.014413815,0.006853212,0.986935859,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25B3,1,dispersal limitation
10938,RJL25B4,RBG36D3,0.07090129,0.015521009,0.008230488,6.72867537,RJ.L25.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25B4,1,variable selection
10939,RJL25S1,RBG36D3,0.02501399,0.018220021,0.006978028,0.973623029,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25S1,1,dispersal limitation
10940,RJL25S2,RBG36D3,0.06837995,0.018328261,0.008401372,5.957561528,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25S2,0.8,variable selection
10941,RJL25S3,RBG36D3,0.034703997,0.015760229,0.008291038,2.284848851,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25S3,1,variable selection
10942,RJL25S4,RBG36D3,0.025513882,0.032708706,0.024106263,-0.298462828,RJ.L25.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL25S4,0.8,undominated processes
10943,RJL40B1,RBG36D3,0.005330116,0.005158037,0.000262961,0.654389813,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40B1,1,dispersal limitation
10944,RJL40B2,RBG36D3,0.038500363,0.012863848,0.003330505,7.697485133,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40B2,1,variable selection
10945,RJL40B3,RBG36D3,0.0389576,0.014051547,0.003659506,6.805851444,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40B3,1,variable selection
10946,RJL40B4,RBG36D3,0.062298562,0.014301212,0.008194066,5.857573983,RJ.L40.BAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40B4,1,variable selection
10947,RJL40S1,RBG36D3,0.049753045,0.015132524,0.008262218,4.190221256,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40S1,1,variable selection
10948,RJL40S2,RBG36D3,0.050390724,0.01388701,0.007238101,5.043272146,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40S2,1,variable selection
10949,RJL40S3,RBG36D3,0.056866077,0.015947687,0.008392185,4.875772835,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40S3,1,variable selection
10950,RJL40S4,RBG36D3,0.06310678,0.015032265,0.00829673,5.794393007,RJ.L40.SAL.RJ,RB.G36.DGE.RB,RBG36D3,RJL40S4,1,variable selection
10951,RL15B1,RBG36D3,0.035767277,0.01685107,0.003862247,4.897721369,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D3,RL15B1,-0.5,variable selection
10952,RL15B2,RBG36D3,0.021892258,0.016796432,0.008314209,0.612905724,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D3,RL15B2,0,undominated processes
10953,RL15B3,RBG36D3,0.02620701,0.019986563,0.00303415,2.050144629,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D3,RL15B3,1,variable selection
10954,RL15B4,RBG36D3,0.017467282,0.016499696,0.005097304,0.189823004,R.L15.BAL.R,RB.G36.DGE.RB,RBG36D3,RL15B4,0.9,undominated processes
10955,RL15S1,RBG36D3,0.039738696,0.023415063,0.004009658,4.071078909,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D3,RL15S1,0.9,variable selection
10956,RL15S2,RBG36D3,0.058081799,0.027035505,0.006011371,5.16459453,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D3,RL15S2,1,variable selection
10957,RL15S3,RBG36D3,0.062554171,0.023129468,0.004234319,9.310754097,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D3,RL15S3,0.9,variable selection
10958,RL15S4,RBG36D3,0.048400065,0.021674376,0.002333252,11.45426809,R.L15.SAL.R,RB.G36.DGE.RB,RBG36D3,RL15S4,0.3,variable selection
10959,RL25B1,RBG36D3,0.043769126,0.014581326,0.002407746,12.12245641,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D3,RL25B1,0.2,variable selection
10960,RL25B2,RBG36D3,0.063346705,0.039552367,0.013147344,1.809820908,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D3,RL25B2,0.9,undominated processes
10961,RL25B3,RBG36D3,0.043267743,0.023335639,0.008302687,2.40068119,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D3,RL25B3,0.8,variable selection
10962,RL25B4,RBG36D3,0.037398714,0.017250184,0.003086965,6.526970093,R.L25.BAL.R,RB.G36.DGE.RB,RBG36D3,RL25B4,0.1,variable selection
10963,RL25S1,RBG36D3,0.080425527,0.029614575,0.008399261,6.049454935,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D3,RL25S1,0.8,variable selection
10964,RL25S2,RBG36D3,0.060649698,0.028588128,0.005939269,5.398234907,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D3,RL25S2,1,variable selection
10965,RL25S3,RBG36D3,0.023887799,0.017888224,0.00267103,2.246165288,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D3,RL25S3,-0.4,variable selection
10966,RL25S4,RBG36D3,0.072476767,0.032576264,0.0073297,5.443674549,R.L25.SAL.R,RB.G36.DGE.RB,RBG36D3,RL25S4,1,variable selection
10967,RL40B1,RBG36D3,0.025168536,0.012598618,0.001274918,9.859391022,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D3,RL40B1,1,variable selection
10968,RL40B2,RBG36D3,0.030166033,0.019613217,0.0046605,2.264310047,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D3,RL40B2,-0.6,variable selection
10969,RL40B3,RBG36D3,0.044243473,0.017696844,0.003628107,7.316936295,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D3,RL40B3,-0.8,variable selection
10970,RL40B4,RBG36D3,0.040981778,0.017303039,0.003017074,7.848245873,R.L40.BAL.R,RB.G36.DGE.RB,RBG36D3,RL40B4,-0.1,variable selection
10971,RL40S1,RBG36D3,0.072969288,0.029013973,0.005935121,7.405968165,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D3,RL40S1,0.8,variable selection
10972,RL40S2,RBG36D3,0.064137908,0.029178029,0.007261817,4.814205685,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D3,RL40S2,0.8,variable selection
10973,RL40S3,RBG36D3,0.091575159,0.035647703,0.00930687,6.009265599,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D3,RL40S3,0.8,variable selection
10974,RL40S4,RBG36D3,0.095349232,0.039411523,0.009822623,5.69478332,R.L40.SAL.R,RB.G36.DGE.RB,RBG36D3,RL40S4,1,variable selection
10975,RBG36G1,RBG36D4,0.004280402,0.003546899,0.000322437,2.274875107,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D4,RBG36G1,1,variable selection
10976,RBG36G2,RBG36D4,0.003439442,0.002647143,0.000192493,4.115980147,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D4,RBG36G2,1,variable selection
10977,RBG36G3,RBG36D4,0.005323835,0.004123971,0.000688226,1.74341512,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D4,RBG36G3,1,dispersal limitation
10978,RBG36G4,RBG36D4,0.002851987,0.002568594,0.000171273,1.654622684,RB.G36.GGE.RB,RB.G36.DGE.RB,RBG36D4,RBG36G4,1,dispersal limitation
10979,RBG5C1,RBG36D4,0.009503491,0.00754804,0.000660149,2.962135766,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5C1,1,variable selection
10980,RBG5C2,RBG36D4,0.007355731,0.007338086,0.000593848,0.029713161,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5C2,1,dispersal limitation
10981,RBG5C3,RBG36D4,0.007706551,0.007295592,0.000736141,0.558261153,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5C3,1,dispersal limitation
10982,RBG5C4,RBG36D4,0.011909386,0.008742981,0.000934539,3.388197796,RB.G5.CGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5C4,0.9,variable selection
10983,RBG5D1,RBG36D4,0.008827001,0.007413007,0.000593291,2.38330843,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5D1,1,variable selection
10984,RBG5D2,RBG36D4,0.006498506,0.00684531,0.00074014,-0.468565606,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5D2,1,dispersal limitation
10985,RBG5D3,RBG36D4,0.004870446,0.004831917,0.000394166,0.097748975,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5D3,1,dispersal limitation
10986,RBG5D4,RBG36D4,0.007329026,0.006692343,0.000638597,0.997003019,RB.G5.DGE.RB,RB.G36.DGE.RB,RBG36D4,RBG5D4,1,dispersal limitation
10987,RBL15B1,RBG36D4,0.008509231,0.007406782,0.000629091,1.752448282,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15B1,1,dispersal limitation
10988,RBL15B2,RBG36D4,0.008625641,0.007773738,0.000596217,1.428847102,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15B2,0.9,undominated processes
10989,RBL15B3,RBG36D4,0.007427675,0.007270794,0.000882555,0.177757851,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15B3,1,dispersal limitation
10990,RBL15B4,RBG36D4,0.007385799,0.007350601,0.000860414,0.040908234,RB.L15.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15B4,1,dispersal limitation
10991,RBL15S1,RBG36D4,0.011663614,0.00929287,0.000773669,3.064286089,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15S1,1,variable selection
10992,RBL15S2,RBG36D4,0.016977071,0.009918826,0.001106629,6.378149258,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15S2,1,variable selection
10993,RBL15S3,RBG36D4,0.011951262,0.009958317,0.001063918,1.873212507,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15S3,0.9,undominated processes
10994,RBL15S4,RBG36D4,0.012122715,0.008834913,0.000995425,3.302911898,RB.L15.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL15S4,0.9,variable selection
10995,RBL25B1,RBG36D4,0.01240021,0.010789814,0.000662132,2.43213924,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25B1,1,variable selection
10996,RBL25B2,RBG36D4,0.006122081,0.006420918,0.000591258,-0.505426468,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25B2,1,dispersal limitation
10997,RBL25B3,RBG36D4,0.005534097,0.005773477,0.000678128,-0.353001219,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25B3,1,dispersal limitation
10998,RBL25B4,RBG36D4,0.007548604,0.007612303,0.000720733,-0.088380477,RB.L25.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25B4,1,dispersal limitation
10999,RBL25S1,RBG36D4,0.01202757,0.008811093,0.000923197,3.48406544,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25S1,1,variable selection
11000,RBL25S2,RBG36D4,0.013612749,0.010884886,0.00112084,2.4337659,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25S2,1,variable selection
11001,RBL25S3,RBG36D4,0.015036778,0.009715764,0.00100278,5.306264086,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25S3,1,variable selection
11002,RBL25S4,RBG36D4,0.015715588,0.011248138,0.001229531,3.63345781,RB.L25.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL25S4,0.9,variable selection
11003,RBL40B1,RBG36D4,0.008159688,0.007189483,0.000814417,1.191288203,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40B1,1,dispersal limitation
11004,RBL40B2,RBG36D4,0.008383682,0.006794041,0.000570456,2.786616372,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40B2,1,variable selection
11005,RBL40B3,RBG36D4,0.009443081,0.007114083,0.000866653,2.687347943,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40B3,1,variable selection
11006,RBL40B4,RBG36D4,0.008645297,0.006776957,0.000671114,2.78393845,RB.L40.BAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40B4,1,variable selection
11007,RBL40S1,RBG36D4,0.014801486,0.009194393,0.000887022,6.321260102,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40S1,1,variable selection
11008,RBL40S2,RBG36D4,0.011429719,0.008837339,0.000871871,2.973353793,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40S2,1,variable selection
11009,RBL40S3,RBG36D4,0.017252417,0.01331684,0.002752097,1.430028765,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40S3,1,dispersal limitation
11010,RBL40S4,RBG36D4,0.013403108,0.010318282,0.000901067,3.423526063,RB.L40.SAL.RB,RB.G36.DGE.RB,RBG36D4,RBL40S4,1,variable selection
11011,RG0C1,RBG36D4,0.024760971,0.01602055,0.001657101,5.274523367,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D4,RG0C1,-0.5,variable selection
11012,RG0C2,RBG36D4,0.020160271,0.016111968,0.002088402,1.938469506,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D4,RG0C2,-0.1,undominated processes
11013,RG0C3,RBG36D4,0.030342256,0.018733418,0.001731841,6.703177667,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D4,RG0C3,-0.7,variable selection
11014,RG0C4,RBG36D4,0.024757577,0.017137568,0.001767011,4.31237241,R.G0.CGE.R,RB.G36.DGE.RB,RBG36D4,RG0C4,-0.9,variable selection
11015,RG15C1,RBG36D4,0.020379949,0.015264592,0.001617569,3.162373507,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D4,RG15C1,0.8,variable selection
11016,RG15C2,RBG36D4,0.020521993,0.015353839,0.002189751,2.360156149,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D4,RG15C2,0.5,variable selection
11017,RG15C3,RBG36D4,0.02074606,0.012629874,0.001249203,6.497093873,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D4,RG15C3,0.7,variable selection
11018,RG15C4,RBG36D4,0.021920401,0.016096043,0.002058823,2.8289744,R.G15.CGE.R,RB.G36.DGE.RB,RBG36D4,RG15C4,-0.2,variable selection
11019,RG15D1,RBG36D4,0.02849571,0.024740814,0.003434247,1.093368237,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D4,RG15D1,1,dispersal limitation
11020,RG15D2,RBG36D4,0.017057737,0.010213876,0.000960402,7.126040166,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D4,RG15D2,0.8,variable selection
11021,RG15D3,RBG36D4,0.03109408,0.015200481,0.001378392,11.53053289,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D4,RG15D3,0,variable selection
11022,RG15D4,RBG36D4,0.03116671,0.020927744,0.002846646,3.596852954,R.G15.DGE.R,RB.G36.DGE.RB,RBG36D4,RG15D4,0.6,variable selection
11023,RG28D1,RBG36D4,0.030546973,0.01474063,0.001741273,9.077465212,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D4,RG28D1,-0.6,variable selection
11024,RG28D2,RBG36D4,0.017773549,0.011756675,0.001121869,5.363258549,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D4,RG28D2,-0.6,variable selection
11025,RG28D3,RBG36D4,0.023337678,0.013801277,0.00129196,7.381344257,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D4,RG28D3,-0.9,variable selection
11026,RG28D4,RBG36D4,0.029175469,0.013639373,0.001653028,9.398570887,R.G28.DGE.R,RB.G36.DGE.RB,RBG36D4,RG28D4,0.2,variable selection
11027,RG28J1,RBG36D4,0.038320296,0.016100453,0.002581452,8.607497384,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D4,RG28J1,0,variable selection
11028,RG28J2,RBG36D4,0.033319608,0.015751469,0.00193574,9.075672077,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D4,RG28J2,-0.7,variable selection
11029,RG28J3,RBG36D4,0.017602241,0.011796134,0.00103282,5.621605166,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D4,RG28J3,-0.1,variable selection
11030,RG28J4,RBG36D4,0.040953606,0.015367982,0.001439823,17.76998418,R.G28.JGE.R,RB.G36.DGE.RB,RBG36D4,RG28J4,-0.2,variable selection
11031,RG36D1,RBG36D4,0.011438867,0.009571076,0.002214284,0.843518851,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D4,RG36D1,1,dispersal limitation
11032,RG36D2,RBG36D4,0.0112334,0.007792769,0.001084624,3.172187045,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D4,RG36D2,1,variable selection
11033,RG36D3,RBG36D4,0.017295859,0.012153565,0.001165346,4.412674234,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D4,RG36D3,1,variable selection
11034,RG36D4,RBG36D4,0.011596769,0.012396008,0.005959151,-0.134119619,R.G36.DGE.R,RB.G36.DGE.RB,RBG36D4,RG36D4,1,dispersal limitation
11035,RG36G1,RBG36D4,0.016818499,0.011506754,0.002095516,2.534814778,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D4,RG36G1,1,variable selection
11036,RG36G2,RBG36D4,0.021579788,0.011739035,0.001737151,5.664881697,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D4,RG36G2,1,variable selection
11037,RG36G3,RBG36D4,0.020373281,0.013930343,0.000860519,7.487266014,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D4,RG36G3,1,variable selection
11038,RG36G4,RBG36D4,0.016469771,0.013743713,0.003149024,0.865683456,R.G36.GGE.R,RB.G36.DGE.RB,RBG36D4,RG36G4,1,dispersal limitation
11039,RG5C1,RBG36D4,0.018232115,0.015297303,0.001656298,1.771910749,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D4,RG5C1,0.4,undominated processes
11040,RG5C2,RBG36D4,0.024611371,0.014548154,0.001078076,9.334424485,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D4,RG5C2,-0.9,variable selection
11041,RG5C3,RBG36D4,0.02576313,0.017018894,0.002163464,4.041775596,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D4,RG5C3,-0.5,variable selection
11042,RG5C4,RBG36D4,0.018270814,0.014465614,0.001575624,2.415043408,R.G5.CGE.R,RB.G36.DGE.RB,RBG36D4,RG5C4,-0.6,variable selection
11043,RG5Z1,RBG36D4,0.017047832,0.012017285,0.000887535,5.668000009,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D4,RG5Z1,0.1,variable selection
11044,RG5Z2,RBG36D4,0.013729763,0.00951454,0.000742425,5.67764007,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D4,RG5Z2,-0.3,variable selection
11045,RG5Z3,RBG36D4,0.016710898,0.01153,0.000996643,5.198349572,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D4,RG5Z3,-0.8,variable selection
11046,RG5Z4,RBG36D4,0.019291763,0.012748253,0.001093949,5.981549574,R.G5.ZGE.R,RB.G36.DGE.RB,RBG36D4,RG5Z4,-0.9,variable selection
11047,RJG0C1,RBG36D4,0.008774337,0.008110612,0.000815606,0.813782267,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG0C1,1,dispersal limitation
11048,RJG0C2,RBG36D4,0.007232394,0.006899685,0.000616777,0.539430332,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG0C2,1,dispersal limitation
11049,RJG0C3,RBG36D4,0.007853213,0.00719467,0.000693946,0.948983923,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG0C3,1,dispersal limitation
11050,RJG0C4,RBG36D4,0.00714984,0.007432472,0.00063133,-0.44767758,RJ.G0.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG0C4,1,dispersal limitation
11051,RJG15C1,RBG36D4,0.007189897,0.005778538,0.000480707,2.936003631,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15C1,1,variable selection
11052,RJG15C2,RBG36D4,0.006878541,0.005225696,0.000547418,3.01934611,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15C2,1,variable selection
11053,RJG15C3,RBG36D4,0.006012645,0.004722907,0.000391521,3.294173371,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15C3,1,variable selection
11054,RJG15C4,RBG36D4,0.00607849,0.00498515,0.000486529,2.247223196,RJ.G15.CGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15C4,1,variable selection
11055,RJG15D1,RBG36D4,0.013297031,0.009156528,0.002240066,1.848384328,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15D1,1,dispersal limitation
11056,RJG15D2,RBG36D4,0.005718068,0.004525272,0.000378639,3.150218694,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15D2,1,variable selection
11057,RJG15D3,RBG36D4,0.005044919,0.004520539,0.000501842,1.044910908,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15D3,1,dispersal limitation
11058,RJG15D4,RBG36D4,0.006613786,0.005296055,0.000619468,2.12719947,RJ.G15.DGE.RJ,RB.G36.DGE.RB,RBG36D4,RJG15D4,1,variable selection
